암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,하나약국,약국,서울특별시,노원구,"서울특별시 노원구 동일로203가길 29, 258호,259호 (중계동, 브라운스톤중계)",해당사항없음,2019-01-02
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjODEjJDEjJDIjJDgz,하나약국,약국,서울특별시,강남구,"서울특별시 강남구 압구정로 224, 208호 (신사동, 우미빌딩)",해당사항없음,2007-05-11
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,하나약국,약국,서울특별시,구로구,서울특별시 구로구 구로동로 179 (구로동),해당사항없음,2007-07-16
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,하나약국,약국,서울특별시,관악구,"서울특별시 관악구 쑥고개로 70, 1층 (봉천동)",해당사항없음,2024-10-15
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,하나약국,약국,서울특별시,도봉구,서울특별시 도봉구 마들로 697 (도봉동),해당사항없음,2014-05-01
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,하나약국,약국,서울특별시,송파구,"서울특별시 송파구 송파대로 111, 205동 305호 (문정동, 파크하비오)",해당사항없음,2017-04-10
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzExIyQxIyQzIyQ5OSQzNjEyMjIjODEjJDEjJDYjJDgz,하나약국,약국,서울특별시,은평구,서울특별시 은평구 진관3로 20 (진관동),해당사항없음,2016-05-31
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,하나약국,약국,서울특별시,광진구,"서울특별시 광진구 천호대로 632, 노블레스 빌 1층 101 일부호 (능동)",해당사항없음,2023-06-01
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,하나약국,약국,서울특별시,금천구,"서울특별시 금천구 가산디지털2로 144, 101-1호 (가산동)",해당사항없음,2024-10-02
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,하나약국,약국,부산광역시,남구,부산광역시 남구 용호로198번길 2 (용호동),해당사항없음,2006-05-01
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,하나약국,약국,부산광역시,북구,부산광역시 북구 덕천로 235-1 (만덕동),해당사항없음,2006-02-27
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNjEjJDEjJDAjJDgz,하나약국,약국,부산광역시,연제구,부산광역시 연제구 아시아드대로46번길 15 (거제동),해당사항없음,1977-06-17
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ3OSQzNjE4MzIjNzEjJDEjJDgjJDgz,하나약국,약국,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 174, 101호 (좌동, 거성프라자)",해당사항없음,2011-09-30
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,하나약국,약국,부산광역시,동래구,부산광역시 동래구 안락로 12 (안락동),해당사항없음,1984-12-12
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,하나약국,약국,부산광역시,사하구,"부산광역시 사하구 감천로 46, 1층 (감천동)",해당사항없음,2018-08-03
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQxIyQ2MiQzNjE4MzIjNjEjJDEjJDAjJDgz,하나약국,약국,부산광역시,해운대구,"부산광역시 해운대구 해운대로 409, 부산성모안과병원 104호 (우동)",해당사항없음,2003-01-08
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQ1IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,하나약국,약국,부산광역시,금정구,"부산광역시 금정구 식물원로 59, 1층 102호 (장전동, BK오피스텔)",해당사항없음,2003-08-25
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,하나약국,약국,부산광역시,동래구,"부산광역시 동래구 온천장로 123-1, 1층 일부호 (온천동, 드림메디컬)",해당사항없음,2016-02-12
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,하나약국,약국,부산광역시,기장군,"부산광역시 기장군 장안읍 월내2길 3, 1층",해당사항없음,2018-08-29
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDIjJDgz,하나약국,약국,부산광역시,금정구,"부산광역시 금정구 수림로 13, 1층 (부곡동, 동원빌딩)",해당사항없음,2017-07-17
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,하나약국,약국,부산광역시,강서구,"부산광역시 강서구 신호산단2로 21, 106호 (신호동)",해당사항없음,2017-10-10
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEyMjIjNjEjJDEjJDgjJDgz,하나약국,약국,부산광역시,수영구,"부산광역시 수영구 수영로 621, 1-1호 (광안동, 부광)",해당사항없음,2018-10-11
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,하나약국,약국,부산광역시,영도구,"부산광역시 영도구 태종로 107, 영도오션트라움 105호 (영선동1가)",해당사항없음,2022-09-21
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,하나약국,약국,부산광역시,기장군,부산광역시 기장군 기장읍 차성로 436,해당사항없음,2023-05-26
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,하나약국,약국,인천광역시,계양구,"인천광역시 계양구 경명대로 1116, 104호 (계산동, 하나상가)",해당사항없음,1988-07-06
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz,하나약국,약국,경기도,안양시 만안구,경기도 안양시 만안구 삼덕로 6 (안양동),해당사항없음,2004-01-19
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,하나약국,약국,경기도,용인시 수지구,"경기도 용인시 수지구 수지로296번길 47, 107호 (풍덕천동, 수석빌딩)",해당사항없음,2001-08-22
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,하나약국,약국,경기도,수원시 권선구,경기도 수원시 권선구 삼천병마로 1601 (오목천동),해당사항없음,2008-04-01
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,하나약국,약국,경기도,성남시 분당구,"경기도 성남시 분당구 미금일로 71, 101호 (구미동, 하나빌딩)",해당사항없음,2012-02-10
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,하나약국,약국,경기도,부천시 소사구,경기도 부천시 소사구 경인로 565 (괴안동),해당사항없음,2002-02-22
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzQxIyQxIyQ3IyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz,하나약국,약국,경기도,평택시,경기도 평택시 포승읍 서동대로 1124,해당사항없음,2002-12-31
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxNzAyIzExIyQxIyQzIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,하나약국,약국,경기도,시흥시,경기도 시흥시 장곡로37번길 16 (장곡동),해당사항없음,2000-09-23
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxNzAyIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,하나약국,약국,경기도,군포시,"경기도 군포시 산본로323번길 16-15, 301호 (산본동, 광림프라자)",해당사항없음,2000-10-07
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjE0ODEjNDEjJDEjJDQjJDgz,하나약국,약국,경기도,수원시 장안구,경기도 수원시 장안구 서부로2197번길 47-1 (율전동),해당사항없음,2006-07-26
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,하나약국,약국,강원특별자치도,강릉시,강원특별자치도 강릉시 강릉대로 163 (교동),해당사항없음,2019-06-18
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEwMDIjODEjJDEjJDIjJDgz,하나약국,약국,강원특별자치도,동해시,"강원특별자치도 동해시 삼화로 9-1 (이로동, 하나약국)",해당사항없음,1995-09-13
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,하나약국,약국,강원특별자치도,원주시,"강원특별자치도 원주시 문막읍 문막시장1길 41, 1층",해당사항없음,2004-06-30
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxOTYxIzMxIyQxIyQzIyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,하나약국,약국,강원특별자치도,삼척시,강원특별자치도 삼척시 중앙로 178 (남양동),해당사항없음,2010-10-18
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,하나약국,약국,강원특별자치도,춘천시,"강원특별자치도 춘천시 남춘천새길 42, 상가동 101호 (석사동, 세경5차아파트)",해당사항없음,2018-07-24
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxMzUxIzUxIyQxIyQxIyQxMyQzNjE0ODEjNjEjJDEjJDQjJDgz,하나약국,약국,충청북도,옥천군,충청북도 옥천군 옥천읍 금장로 21,해당사항없음,2000-10-20
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzIxIyQxIyQxIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,하나약국,약국,충청북도,충주시,충청북도 충주시 탄금대로 138 (봉방동),해당사항없음,2006-03-07
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNzEjJDEjJDgjJDgz,하나약국,약국,충청북도,청주시 청원구,충청북도 청주시 청원구 내수읍 내수로 643,해당사항없음,2009-10-29
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,하나약국,약국,충청북도,영동군,"충청북도 영동군 영동읍 중앙로4길 8, 하나약국",해당사항없음,2018-06-01
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDQjJDgz,하나약국,약국,충청북도,진천군,"충청북도 진천군 진천읍 중앙동로 87, 하나빌딩 1층 104호",해당사항없음,2020-03-27
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,하나약국,약국,대전광역시,동구,대전광역시 동구 우암로 172 (성남동),해당사항없음,2000-07-07
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,하나약국,약국,충청남도,서천군,"충청남도 서천군 서천읍 충절로49번길 11-5, 1층",해당사항없음,2007-05-18
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,하나약국,약국,충청남도,보령시,충청남도 보령시 번영로 32 (대천동),해당사항없음,2016-04-12
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,하나약국,약국,대전광역시,서구,"대전광역시 서구 월평서로 11, 신신빌딩 (월평동)",해당사항없음,2018-06-05
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,하나약국,약국,세종특별자치시,세종특별자치시,세종특별자치시 조치원읍 새내로 68,해당사항없음,2018-09-10
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,하나약국,약국,충청남도,서산시,"충청남도 서산시 고운로 157, 서산 축협 1층 (동문동)",해당사항없음,2022-01-13
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,하나약국,약국,충청남도,공주시,충청남도 공주시 무령로 301 (옥룡동),해당사항없음,2004-05-12
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz,하나약국,약국,충청남도,천안시 서북구,"충청남도 천안시 서북구 검은들3길 46, 110호 (불당동)",해당사항없음,2019-09-06
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQxIyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz,하나약국,약국,대전광역시,대덕구,대전광역시 대덕구 계족산로 5 (중리동),해당사항없음,2002-03-05
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzQxIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz,하나약국,약국,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 호성1길 10 (우아동3가),해당사항없음,2013-10-01
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,하나약국,약국,전북특별자치도,김제시,전북특별자치도 김제시 서낭당길 16 (요촌동),해당사항없음,2010-02-10
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,하나약국,약국,전북특별자치도,남원시,전북특별자치도 남원시 동림로 28-1 (동충동),해당사항없음,2025-04-14
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,하나약국,약국,전북특별자치도,부안군,전북특별자치도 부안군 부안읍 부령로 29,해당사항없음,2014-07-15
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzExIyQxIyQ3IyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,하나약국,약국,전북특별자치도,익산시,"전북특별자치도 익산시 서동로 157, 1층 (마동)",해당사항없음,2025-05-07
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjNTEjJDEjJDYjJDgz,하나약국,약국,전북특별자치도,정읍시,"전북특별자치도 정읍시 우암로 20 (시기동, 농협중앙회)",해당사항없음,2017-09-19
2026.1.1. 이후 폐업된 요양기관 등,하나약국,약국,전북특별자치도,군산시,전북특별자치도 군산시 공단대로 388 (나운동),해당사항없음,2020-04-27
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMzUxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,하나약국,약국,전라남도,목포시,전라남도 목포시 청호로 8 (호남동),해당사항없음,2000-07-03
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ1IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,하나약국,약국,광주광역시,광산구,"광주광역시 광산구 목련로 89, 101호 (월곡동)",해당사항없음,2022-01-22
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz,하나약국,약국,광주광역시,북구,광주광역시 북구 용주로30번길 10 (용봉동),해당사항없음,1995-06-26
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,하나약국,약국,광주광역시,남구,"광주광역시 남구 봉선로 2, 1층 (주월동)",해당사항없음,2009-10-12
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,하나약국,약국,전라남도,영광군,전라남도 영광군 영광읍 신남로 186-29,해당사항없음,2017-02-27
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,하나약국,약국,전라남도,무안군,전라남도 무안군 일로읍 일로로 69-1,해당사항없음,2005-04-30
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,하나약국,약국,전라남도,광양시,"전라남도 광양시 진상면 학연로 10, 1층",해당사항없음,2010-08-30
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNTEjJDEjJDIjJDgz,하나약국,약국,전라남도,보성군,전라남도 보성군 벌교읍 홍암로 80,해당사항없음,2017-12-11
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,하나약국,약국,전라남도,화순군,"전라남도 화순군 화순읍 칠충로 141-7, 114동 106호 (힐스테이트 화순)",해당사항없음,2023-06-20
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,하나약국,약국,전라남도,여수시,"전라남도 여수시 미평로 2, 1층 (미평동)",해당사항없음,2025-01-21
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,하나약국,약국,경상북도,칠곡군,경상북도 칠곡군 왜관읍 중앙로 240,해당사항없음,2008-03-03
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,하나약국,약국,경상북도,경주시,경상북도 경주시 화랑로 105(동부동),해당사항없음,2009-10-26
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,하나약국,약국,경상북도,영천시,경상북도 영천시 강변로 38 (금노동),해당사항없음,2000-06-30
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQzIyQ3MiQyNjE4MzIjODEjJDEjJDYjJDgz,하나약국,약국,경상북도,성주군,경상북도 성주군 초전면 대장길 74,해당사항없음,2017-02-06
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,하나약국,약국,경상북도,포항시 북구,"경상북도 포항시 북구 포스코대로 288, 1층 (죽도동)",해당사항없음,2000-06-20
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQzIyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,하나약국,약국,대구광역시,동구,대구광역시 동구 송라로 3 (신천동),해당사항없음,2000-09-04
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,하나약국,약국,경상북도,예천군,경상북도 예천군 예천읍 효자로 123,해당사항없음,2013-06-05
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,하나약국,약국,경상북도,구미시,경상북도 구미시 금오대로 292 (오태동),해당사항없음,2002-02-02
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,하나약국,약국,경상북도,경산시,"경상북도 경산시 백자로 77, 1층 (사동)",해당사항없음,2021-03-26
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQxMyQyNjE0ODEjNTEjJDEjJDYjJDgz,하나약국,약국,경상북도,상주시,경상북도 상주시 중앙로 196 (남성동),해당사항없음,2006-10-23
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQzIyQ5MiQzNjEwMDIjNjEjJDEjJDAjJDgz,하나약국,약국,대구광역시,달서구,대구광역시 달서구 월배로 218 (상인동),해당사항없음,2008-05-27
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,하나약국,약국,대구광역시,중구,대구광역시 중구 달구벌대로 2109 (덕산동),해당사항없음,2014-10-31
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,하나약국,약국,대구광역시,수성구,"대구광역시 수성구 달구벌대로 2570, 215호 (만촌동, 수성아크로타워)",해당사항없음,2014-04-28
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz,하나약국,약국,대구광역시,서구,대구광역시 서구 달서로 188 (비산동),해당사항없음,2006-11-16
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,하나약국,약국,경상남도,진주시,"경상남도 진주시 초장로14번길 20, 1층 (초전동)",해당사항없음,1998-11-17
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxMTkxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz,하나약국,약국,울산광역시,울주군,울산광역시 울주군 언양읍 읍성로 7,해당사항없음,2001-09-05
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDQjJDgz,하나약국,약국,경상남도,창원시 진해구,"경상남도 창원시 진해구 신항4로 47-26, 마린타워 105.106호 (용원동)",해당사항없음,2021-03-03
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,하나약국,약국,경상남도,밀양시,경상남도 밀양시 중앙로 227-1 (삼문동),해당사항없음,2016-12-19
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,하나약국,약국,울산광역시,북구,"울산광역시 북구 화봉로 67 (화봉동, 경남은행)",해당사항없음,2017-02-27
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,하나약국,약국,경상남도,산청군,"경상남도 산청군 신안면 지리산대로 3464-1, 1층 좌측호",해당사항없음,2022-12-29
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz,하나약국,약국,경상남도,양산시,"경상남도 양산시 평산로 11, 104호 (평산동)",해당사항없음,2018-02-23
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzMxIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,하나약국,약국,울산광역시,동구,"울산광역시 동구 바드래1길 46, 108동 101호 (전하동, 전하 KCC스위첸)",해당사항없음,2020-09-07
JDQ4MTYyMiM4MSMkMSMkOCMkMDMkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNzEjJDEjJDgjJDgz,하나약국,약국,제주특별자치도,제주시,"제주특별자치도 제주시 연북로 99, 1층 (연동, 365빌딩)",해당사항없음,2016-01-06
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz,하나약국,약국,경기도,안산시 상록구,"경기도 안산시 상록구 해양1로 15, 상가1동 211호 (사동, 안산고잔6차푸르지오)",해당사항없음,2007-03-26
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQwMyQyNjE0ODEjNzEjJDEjJDgjJDgz,하나약국,약국,경기도,수원시 영통구,경기도 수원시 영통구 동수원로 524 (매탄동),해당사항없음,2009-02-24
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjEwMDIjNjEjJDEjJDAjJDgz,하나약국,약국,경기도,안성시,경기도 안성시 공도읍 승두길 43-1,해당사항없음,2011-11-21
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQyIyQzIyQwMCQ0NjEwMDIjODEjJDEjJDIjJDgz,하나약국,약국,인천광역시,서구,"인천광역시 서구 단봉로 107, 성우프라자 102호 (왕길동)",해당사항없음,2012-05-04
